Date,Close
2015-01-02,76.11089324951172
2015-01-05,75.57931518554688
2015-01-06,75.20794677734375
2015-01-07,76.86821746826172
2015-01-08,77.4726333618164
2015-01-09,76.41676330566406
2015-01-12,76.15462493896484
2015-01-13,76.2856674194336
2015-01-14,75.73224639892578
2015-01-15,74.6326675415039
2015-01-16,75.7613525390625
2015-01-20,73.75882720947266
2015-01-21,74.20304107666016
2015-01-22,75.55748748779297
2015-01-23,74.42147827148438
2015-01-26,74.46517944335938
2015-01-27,74.34140014648438
2015-01-28,73.89718627929688
2015-01-29,74.55255889892578
2015-01-30,72.92140197753906
2015-02-02,73.42388153076172
2015-02-03,74.61083221435547
2015-02-04,73.80979919433594
2015-02-05,74.61083221435547
2015-02-06,73.62047576904297
2015-02-09,72.65928649902344
2015-02-10,73.07430267333984
2015-02-11,73.09617614746094
2015-02-12,71.68348693847656
2015-02-13,72.54277038574219
2015-02-17,73.13985443115234
2015-02-18,72.79034423828125
2015-02-19,73.32917022705078
2015-02-20,73.51984405517578
2015-02-23,73.4612045288086
2015-02-24,73.8425064086914
2015-02-25,74.21647644042969
2015-02-26,75.3824234008789
2015-02-27,75.16975402832031
2015-03-02,75.69039154052734
2015-03-03,75.04511260986328
2015-03-04,74.53910827636719
2015-03-05,75.17709350585938
2015-03-06,73.40985870361328
2015-03-09,73.81316375732422
2015-03-10,72.98456573486328
2015-03-11,72.09725189208984
2015-03-12,73.20455932617188
2015-03-13,72.74990844726562
2015-03-16,74.10649108886719
2015-03-17,73.24852752685547
2015-03-18,74.39984130859375
2015-03-19,74.56843566894531
2015-03-20,75.08911895751953
2015-03-23,75.514404296875
2015-03-24,74.76644134521484
2015-03-25,73.57852172851562
2015-03-26,73.43184661865234
2015-03-27,73.57852172851562
2015-03-30,74.46582794189453
2015-03-31,73.76917266845703
2015-04-01,72.70590209960938
2015-04-02,73.06521606445312
2015-04-06,72.7132339477539
2015-04-07,73.40249633789062
2015-04-08,73.44654083251953
2015-04-09,74.30449676513672
2015-04-10,74.83976745605469
2015-04-13,73.73252868652344
2015-04-14,73.71050262451172
2015-04-15,73.76917266845703
2015-04-16,73.17521667480469
2015-04-17,73.02122497558594
2015-04-20,73.48319244384766
2015-04-21,73.54917907714844
2015-04-22,73.64450073242188
2015-04-23,73.66651916503906
2015-04-24,74.12115478515625
2015-04-27,73.7545166015625
2015-04-28,73.871826171875
2015-04-29,73.61516571044922
2015-04-30,72.74256896972656
2015-05-01,73.42450714111328
2015-05-04,73.5858383178711
2015-05-05,72.9625473022461
2015-05-06,72.72055053710938
2015-05-07,73.07987213134766
2015-05-08,74.40714263916016
2015-05-11,74.08448791503906
2015-05-12,73.67385864257812
2015-05-13,73.73252868652344
2015-05-14,74.67113494873047
2015-05-15,75.01577758789062
2015-05-18,75.83707427978516
2015-05-19,76.23304748535156
2015-05-20,75.96906280517578
2015-05-21,75.65142822265625
2015-05-22,74.861083984375
2015-05-26,74.46965026855469
2015-05-27,74.69857788085938
2015-05-28,74.71337127685547
2015-05-29,73.96732330322266
2015-06-01,73.89347839355469
2015-06-02,73.8491439819336
2015-06-03,73.9303970336914
2015-06-04,73.29518127441406
2015-06-05,72.82244110107422
2015-06-08,72.35711669921875
2015-06-09,72.54180145263672
2015-06-10,73.0366439819336
2015-06-11,73.30255126953125
2015-06-12,72.64515686035156
2015-06-15,72.00994873046875
2015-06-16,72.6525650024414
2015-06-17,72.92585754394531
2015-06-18,74.12982177734375
2015-06-19,73.76052856445312
2015-06-22,73.9303970336914
2015-06-23,73.70143127441406
2015-06-24,73.3690414428711
2015-06-25,73.21393585205078
2015-06-26,73.5980224609375
2015-06-29,72.15028381347656
2015-06-30,71.98778533935547
2015-07-01,72.73380279541016
2015-07-02,72.71163940429688
2015-07-06,72.53437042236328
2015-07-07,73.06623077392578
2015-07-08,72.2167739868164
2015-07-09,72.68212127685547
2015-07-10,73.51676940917969
2015-07-13,74.06336975097656
2015-07-14,73.70143127441406
2015-07-15,74.17412567138672
2015-07-16,74.683837890625
2015-07-17,73.92303466796875
2015-07-20,74.13721466064453
2015-07-21,74.11505126953125
2015-07-22,73.99687194824219
2015-07-23,74.01167297363281
2015-07-24,73.23607635498047
2015-07-27,72.59347534179688
2015-07-28,73.14006042480469
2015-07-29,73.66450500488281
2015-07-30,73.74576568603516
2015-07-31,74.01904296875
2015-08-03,73.87870025634766
2015-08-04,73.7162094116211
2015-08-05,74.2480239868164
2015-08-06,73.17700958251953
2015-08-07,73.01451110839844
2015-08-10,73.7088394165039
2015-08-11,73.13265991210938
2015-08-12,72.91108703613281
2015-08-13,72.7412109375
2015-08-14,72.98493194580078
2015-08-17,73.76789093017578
2015-08-18,73.39856719970703
2015-08-19,73.35430908203125
2015-08-20,72.97016906738281
2015-08-21,71.12432098388672
2015-08-24,69.0849838256836
2015-08-25,67.5294418334961
2015-08-26,70.7894058227539
2015-08-27,71.61557006835938
2015-08-28,70.83405303955078
2015-08-31,69.9483642578125
2015-09-01,68.5416259765625
2015-09-02,69.47943878173828
2015-09-03,68.9510269165039
2015-09-04,67.96110534667969
2015-09-08,69.91859436035156
2015-09-09,68.63841247558594
2015-09-10,69.01053619384766
2015-09-11,69.16685485839844
2015-09-14,69.45714569091797
2015-09-15,70.26097869873047
2015-09-16,70.41724395751953
2015-09-17,70.58843994140625
2015-09-18,69.50923156738281
2015-09-21,69.31571960449219
2015-09-22,69.3975601196289
2015-09-23,69.21149444580078
2015-09-24,68.83193969726562
2015-09-25,67.73036193847656
2015-09-28,68.00578308105469
2015-09-29,69.24870300292969
2015-09-30,69.47943878173828
2015-10-01,69.34549713134766
2015-10-02,69.91114807128906
2015-10-05,70.52889251708984
2015-10-06,69.53153991699219
2015-10-07,70.69266510009766
2015-10-08,70.76707458496094
2015-10-09,70.98294067382812
2015-10-12,71.44437408447266
2015-10-13,71.04248046875
2015-10-14,70.35769653320312
2015-10-15,72.30777740478516
2015-10-16,73.1190414428711
2015-10-19,72.89574432373047
2015-10-20,72.63525390625
2015-10-21,72.66503143310547
2015-10-22,74.07917022705078
2015-10-23,74.65972137451172
2015-10-26,74.38434600830078
2015-10-27,74.57044219970703
2015-10-28,74.78623962402344
2015-10-29,75.44865417480469
2015-10-30,75.19560241699219
2015-11-02,76.04408264160156
2015-11-03,75.88777160644531
2015-11-04,75.87294006347656
2015-11-05,76.1631851196289
2015-11-06,75.8580322265625
2015-11-09,75.05418395996094
2015-11-10,75.5081787109375
2015-11-11,75.81334686279297
2015-11-12,74.62994384765625
2015-11-13,74.33967590332031
2015-11-16,75.33700561523438
2015-11-17,75.54541015625
2015-11-18,76.41622161865234
2015-11-19,76.28226470947266
2015-11-20,76.83708953857422
2015-11-23,77.05453491210938
2015-11-24,76.50721740722656
2015-11-25,76.44719696044922
2015-11-27,76.7546157836914
2015-11-30,75.9073715209961
2015-12-01,76.74711608886719
2015-12-02,76.51466369628906
